Image_Number,Obj_00_ImagePosLeft,Obj_00_ImagePosRight,Obj_00_ImagePosTop,Obj_00_ImagePosBottom,Obj_01_ImagePosLeft,Obj_01_ImagePosRight,Obj_01_ImagePosTop,Obj_01_ImagePosBottom,Obj_02_ImagePosLeft,Obj_02_ImagePosRight,Obj_02_ImagePosTop,Obj_02_ImagePosBottom,Obj_03_ImagePosLeft,Obj_03_ImagePosRight,Obj_03_ImagePosTop,Obj_03_ImagePosBottom,Obj_04_ImagePosLeft,Obj_04_ImagePosRight,Obj_04_ImagePosTop,Obj_04_ImagePosBottom,Obj_05_ImagePosLeft,Obj_05_ImagePosRight,Obj_05_ImagePosTop,Obj_05_ImagePosBottom,Obj_06_ImagePosLeft,Obj_06_ImagePosRight,Obj_06_ImagePosTop,Obj_06_ImagePosBottom,Obj_07_ImagePosLeft,Obj_07_ImagePosRight,Obj_07_ImagePosTop,Obj_07_ImagePosBottom,Obj_08_ImagePosLeft,Obj_08_ImagePosRight,Obj_08_ImagePosTop,Obj_08_ImagePosBottom,Obj_09_ImagePosLeft,Obj_09_ImagePosRight,Obj_09_ImagePosTop,Obj_09_ImagePosBottom
47223,608,658,460,516,719,738,473,490,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47224,607,657,460,516,718,738,474,490,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47225,607,657,460,516,717,737,474,491,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47226,606,656,460,516,716,736,475,491,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47227,607,656,459,515,717,735,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47228,606,656,460,515,717,735,468,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47229,606,656,461,517,716,734,469,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47230,605,655,461,517,716,733,469,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47231,605,655,463,520,716,734,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47232,605,655,463,520,716,734,468,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47233,604,655,464,521,715,733,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47234,604,655,464,521,715,733,468,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47235,605,655,463,519,716,734,471,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47236,605,655,463,519,716,734,472,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47237,605,655,459,516,716,734,471,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47238,605,655,459,516,716,734,471,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47239,605,656,457,514,717,735,469,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47240,605,656,457,514,718,735,470,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47241,606,656,457,513,717,736,470,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47242,606,656,457,513,718,736,471,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47243,607,657,458,515,718,736,467,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47244,608,658,458,515,719,736,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47245,608,658,462,518,719,737,469,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47246,608,659,462,518,720,737,469,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47247,609,660,463,520,720,739,466,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47248,610,661,463,520,721,740,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47249,611,661,464,520,721,741,467,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47250,611,661,464,520,721,741,467,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47251,611,663,466,523,723,740,473,487,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47252,612,664,466,523,723,741,474,488,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47253,613,663,465,522,723,741,473,488,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47254,614,664,465,522,724,742,474,488,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47255,615,664,462,516,724,742,473,487,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47256,616,664,462,516,725,742,473,487,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47257,616,664,461,516,725,743,473,488,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47258,616,665,461,516,725,744,473,488,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47259,618,665,459,512,725,742,470,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47260,618,665,460,512,726,742,471,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47261,618,666,458,512,725,742,470,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47262,618,666,458,512,725,742,471,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47263,618,666,457,511,727,744,467,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47264,618,667,457,511,727,744,468,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47265,619,667,455,510,727,744,468,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47266,619,668,456,510,727,744,468,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47267,620,669,456,511,727,744,466,480,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47268,620,669,456,511,727,744,467,480,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47269,620,669,456,511,727,745,467,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47270,621,669,456,511,727,745,467,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47271,620,669,457,512,728,745,467,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47272,621,669,457,512,728,745,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47273,621,670,457,512,728,745,468,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47274,621,670,457,512,728,745,469,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47275,621,670,458,513,727,746,467,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47276,621,671,458,513,727,746,468,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47277,621,671,458,514,727,746,469,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47278,621,671,458,514,728,746,470,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47279,622,671,459,514,728,746,469,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47280,622,671,459,514,728,746,470,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47281,622,671,458,513,728,746,470,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47282,623,672,458,513,729,746,471,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47283,623,673,457,513,728,746,470,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47284,623,673,457,513,728,746,471,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47285,624,673,456,511,729,746,470,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47286,624,673,456,511,729,746,470,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47287,624,674,453,508,729,747,469,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47288,625,674,453,508,729,747,469,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47289,625,674,452,507,729,748,469,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47290,626,675,452,507,729,748,470,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47291,626,675,450,505,730,747,466,480,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47292,627,676,450,505,730,747,467,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47293,626,675,450,505,730,748,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47294,627,676,450,505,730,748,468,483,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47295,628,677,451,505,730,747,465,479,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47296,628,678,451,505,730,747,466,480,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47296,628,678,451,505,730,747,466,480,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47299,628,678,455,510,730,747,467,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47300,629,678,455,510,730,748,468,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47301,629,678,456,510,727,747,464,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47302,629,678,456,510,727,747,465,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47303,629,678,456,510,728,746,466,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47304,629,678,456,510,727,746,467,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47305,628,677,454,509,727,744,472,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47306,628,677,454,509,726,743,472,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47307,627,675,453,506,726,743,472,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47308,627,675,453,507,725,742,473,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47309,627,675,451,505,724,742,470,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47310,626,675,451,505,724,741,471,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47311,626,675,451,505,722,741,471,486,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47312,626,675,451,505,722,741,472,487,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47313,626,674,451,504,723,739,468,481,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47314,626,674,451,504,723,739,469,482,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47315,626,674,454,508,722,738,471,484,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47316,626,675,454,508,722,738,472,485,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47317,625,675,454,510,721,740,469,484,586,623,460,498,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47318,626,676,454,510,721,740,470,485,586,623,461,499,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47319,625,674,453,507,721,740,470,486,586,623,463,501,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47320,626,674,453,507,721,740,471,487,586,624,464,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47321,626,675,461,515,720,739,476,492,584,622,465,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47322,627,676,461,516,720,739,476,492,584,622,466,505,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47323,627,675,461,515,720,739,476,492,584,623,466,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47324,627,676,461,515,720,740,476,492,584,623,467,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47325,629,676,463,516,721,738,480,495,583,622,453,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47326,629,677,463,516,721,738,481,495,583,623,454,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47327,630,676,462,514,722,739,482,496,584,624,455,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47328,630,677,462,514,722,739,482,496,584,624,456,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47329,631,677,460,512,721,738,479,493,583,621,457,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47330,631,678,460,512,721,738,480,493,583,622,458,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47331,631,677,460,511,720,738,479,494,584,622,458,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47332,632,678,460,511,720,738,480,495,584,622,459,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47333,630,679,458,512,720,737,475,489,583,621,454,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47334,630,679,458,512,720,737,476,490,583,621,456,503,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47335,630,679,459,514,720,737,477,490,583,621,456,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47336,630,679,459,514,720,737,477,491,583,621,457,505,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47337,629,679,458,514,720,736,476,490,582,621,455,502,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47338,630,680,458,514,720,736,477,490,582,621,456,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47339,630,680,459,514,719,737,477,491,582,620,457,503,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47340,630,680,459,514,720,737,477,491,583,621,458,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47341,631,680,461,515,719,736,479,493,581,620,455,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47342,631,680,461,515,719,736,480,493,581,620,456,505,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47343,631,680,462,516,719,735,480,494,581,620,456,504,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47344,631,680,462,516,719,735,481,494,581,620,457,505,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47345,632,680,463,517,719,735,481,494,580,620,453,506,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47346,632,681,463,517,719,735,482,495,580,620,454,507,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47347,632,681,463,518,719,735,481,495,580,620,454,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47348,632,682,463,518,719,735,482,495,580,620,455,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47349,634,682,465,519,718,734,482,496,580,620,455,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47350,634,682,465,519,718,734,483,496,580,620,455,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47351,634,683,466,520,718,734,484,498,580,620,456,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47352,634,683,466,520,718,734,484,498,580,620,456,510,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47353,634,684,466,520,718,734,484,498,580,619,454,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47354,635,684,466,521,718,734,484,498,580,619,454,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47355,636,683,466,519,717,734,483,497,581,619,455,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47356,636,684,466,519,718,734,484,498,581,619,456,509,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47357,636,684,465,518,717,733,483,497,580,619,451,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47358,636,684,465,518,716,733,483,497,580,619,452,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
47359,636,684,464,517,716,733,483,497,579,618,453,508,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960,1280,1280,960,960
